Provincia,Localidad,ADSL,Cablemódem,Dial Up,Fibra óptica,4G,3G,Telefonía Fija,Wireless,Satelital
BUENOS AIRES,Alfredo Demarchi (Est. Facundo Quiroga),True,False,False,False,True,True,True,False,False
BUENOS AIRES,Carlos María Naón,False,False,False,False,True,True,True,False,False
BUENOS AIRES,Dudignac,False,False,True,False,True,True,True,True,False
BUENOS AIRES,La Aurora (Est. La Niña),False,False,False,False,True,False,False,False,False
BUENOS AIRES,Manuel B. Gonnet (Est. French),True,False,False,True,True,True,True,False,False
BUENOS AIRES,Marcelino Ugarte (Est. Dennehy),False,False,False,False,True,False,True,False,False
BUENOS AIRES,Morea,False,False,False,False,False,False,True,True,False
BUENOS AIRES,Norumbega,False,False,False,False,False,False,True,False,False
BUENOS AIRES,Patricios,True,False,False,False,False,True,True,True,False
BUENOS AIRES,Villa General Fournier (Est. 9 de Julio Sud),False,False,False,True,True,True,True,True,False
BUENOS AIRES,Carhué,True,False,True,True,True,True,True,True,False
BUENOS AIRES,Colonia San Miguel Arcángel,False,False,False,True,True,False,True,False,False
BUENOS AIRES,Delfín Huergo,False,False,False,False,False,False,False,False,False
BUENOS AIRES,Espartillar,False,False,False,False,True,False,False,False,False
BUENOS AIRES,Ariel,False,False,False,False,True,False,False,False,False
BUENOS AIRES,Azul,True,True,True,True,True,True,True,True,True
BUENOS AIRES,Cacharí,False,False,True,False,True,True,True,True,False
BUENOS AIRES,Chillar,False,False,False,False,True,True,True,True,True
BUENOS AIRES,Bahía Blanca,True,True,True,True,True,True,True,True,True
BUENOS AIRES,Cabildo,False,True,True,True,True,True,True,True,False
BUENOS AIRES,General Daniel Cerri (Est. General Cerri),True,True,True,True,True,True,True,True,False
BUENOS AIRES,Grunbein,False,False,False,False,True,True,False,False,False
BUENOS AIRES,Ingeniero White,False,False,False,True,True,True,False,False,True
BUENOS AIRES,Chapadmalal,True,False,False,True,True,True,True,True,True
BUENOS AIRES,El Marquesado,False,False,False,False,False,False,True,True,False
BUENOS AIRES,Estacion Camet,False,False,False,False,True,True,False,False,False
BUENOS AIRES,Estación Chapadmalal,True,False,False,True,True,True,False,True,False
BUENOS AIRES,Mar del Plata,True,True,True,True,True,True,True,True,True
BUENOS AIRES,Punta Mogotes,False,False,False,False,True,True,False,False,False
BUENOS AIRES,Sierra de los Padres,True,False,False,True,True,True,True,True,False
BUENOS AIRES,Barrio Ruta 24 Kilómetro 10,False,False,False,True,True,True,False,False,False
BUENOS AIRES,Country Club Bosque Real - Barrio Morabo,False,False,False,False,True,True,False,False,False
BUENOS AIRES,Pellegrini,True,True,True,False,True,True,True,True,True
BUENOS AIRES,Acevedo,True,True,False,False,True,True,True,True,False
BUENOS AIRES,Fontezuela,True,False,False,True,False,False,True,True,False
BUENOS AIRES,Guerrico,False,True,False,False,True,True,False,True,True
BUENOS AIRES,Juan A. de la Peña,False,False,False,False,False,False,False,True,False
BUENOS AIRES,Juan Anchorena (Est. Urquiza),True,False,False,True,True,True,True,True,False
BUENOS AIRES,La Violeta,True,False,False,False,True,True,True,False,False
BUENOS AIRES,Manuel Ocampo,False,False,False,True,True,True,True,True,False
BUENOS AIRES,Mariano Benítez,False,False,False,False,False,False,True,False,False
BUENOS AIRES,Mariano H. Alfonzo (Est. San Patricio),False,False,False,False,True,True,False,False,True
BUENOS AIRES,Pergamino,True,True,True,True,True,True,True,True,True
BUENOS AIRES,Pinzón,False,False,False,False,False,False,False,True,False
MENDOZA,El Paramillo,False,False,False,False,False,False,False,False,False
CABA,VILLA PUEYRREDON,True,True,True,True,True,True,True,True,True
CATAMARCA,Los Varela,False,False,False,False,True,False,False,False,True
CATAMARCA,Singuil,False,False,False,False,True,False,False,False,False
CATAMARCA,Ancasti,False,False,False,False,True,False,True,False,True
CATAMARCA,Anquincila,False,False,False,False,False,False,False,False,False
CATAMARCA,La Candelaria,False,False,False,False,False,False,False,False,False
CATAMARCA,La Majada,False,False,False,False,False,False,False,False,False
CATAMARCA,Aconquija,False,False,False,False,True,True,False,False,True
CATAMARCA,Alto De Las Juntas,False,False,False,False,False,False,False,False,False
CATAMARCA,Amanao,False,False,False,False,False,True,True,False,False
CATAMARCA,Andalgalá,True,False,False,True,True,True,True,True,True
CATAMARCA,Buena Vista,False,False,False,False,False,False,False,False,False
CATAMARCA,Chaquiago,False,False,False,True,False,False,False,True,True
CATAMARCA,Choya,False,False,False,False,False,False,False,False,False
CATAMARCA,El Alamito,False,False,False,False,False,False,False,True,False
CATAMARCA,El Lindero,False,False,False,False,False,False,True,False,False
CATAMARCA,El Potrero,False,False,False,True,False,False,True,False,False
CATAMARCA,La Aguada,False,False,False,True,False,False,False,True,False
CATAMARCA,La Mesada,False,False,False,True,False,False,False,False,False
CATAMARCA,Antofagasta de la Sierra,False,False,False,False,True,False,True,False,True
CATAMARCA,Antofalla,False,False,False,False,False,False,False,False,False
CATAMARCA,El Peñón,False,False,False,False,False,False,True,False,False
CATAMARCA,Los Nacimientos,False,False,False,False,False,False,False,False,False
CATAMARCA,Barranca Larga,False,False,False,False,False,False,True,False,False
CATAMARCA,Belén,False,False,False,False,True,True,True,True,True
CATAMARCA,Cóndor Huasi,False,False,False,False,False,False,False,False,False
CATAMARCA,Corral Quemado,False,False,False,False,False,False,True,False,False
CATAMARCA,El Durazno,False,False,False,False,False,False,False,False,True
CATAMARCA,Farallón Negro,False,False,False,False,True,False,True,False,False
CATAMARCA,Hualfín,False,False,False,False,True,False,True,False,True
CATAMARCA,Jacipunco,False,False,False,False,False,False,True,False,False
CORDOBA,Villa de las Rosas,False,False,False,False,True,True,False,True,False
CORDOBA,Villa Dolores,True,True,False,True,True,True,True,True,False
CORDOBA,Villa La Viña,False,False,False,False,False,False,False,True,False
CORDOBA,Alicia,False,True,False,True,True,True,True,False,True
CORDOBA,Altos de Chipión,False,False,False,True,True,True,True,False,True
CORDOBA,Arroyito,True,True,False,True,True,True,True,True,True
CORDOBA,Balnearia,False,False,False,False,True,True,True,False,False
CORDOBA,Brinkmann,True,False,False,True,True,True,True,False,False
CORDOBA,Colonia 10 de Julio,False,False,False,False,False,False,False,False,False
CORDOBA,Colonia Anita,False,False,False,False,False,False,False,True,False
CORDOBA,Colonia Iturraspe,False,False,False,False,False,False,False,False,False
CORDOBA,Colonia Las Pichanas,False,False,False,False,False,False,False,True,False
ENTRE RIOS,Caseros,True,False,False,True,True,True,True,True,False
ENTRE RIOS,Colonia Elía,False,False,False,True,True,False,True,True,False
ENTRE RIOS,Concepción del Uruguay,True,True,True,True,True,True,True,True,False
ENTRE RIOS,Estancia San Pedro,False,False,False,False,False,False,False,True,False
ENTRE RIOS,Herrera,True,False,False,False,True,False,True,True,False
ENTRE RIOS,Las Moscas,False,False,False,True,True,False,True,True,False
ENTRE RIOS,Líbaros,False,False,False,False,False,False,True,True,False
ENTRE RIOS,Pronunciamiento,False,False,False,False,True,True,True,True,False
ENTRE RIOS,Rocamora,False,False,False,False,False,False,True,True,False
ENTRE RIOS,Santa Anita,False,False,False,True,True,False,True,True,False
ENTRE RIOS,Villa Mantero,True,False,False,True,True,True,True,True,True
ENTRE RIOS,Villa San Justo,False,False,False,True,True,True,True,True,False
ENTRE RIOS,Villa San Marcial (Est. Gobernador Urquiza),False,False,False,False,True,True,True,True,False
ENTRE RIOS,Antelo,False,False,False,False,False,False,False,False,False
MENDOZA,El Vergel,False,False,False,False,False,False,False,True,False
MENDOZA,Ingeniero Gustavo André,False,False,False,False,False,False,False,True,False
MENDOZA,Jocolí,False,False,False,False,False,False,False,True,False
MENDOZA,Jocolí Viejo,False,False,False,False,False,False,False,True,False
MENDOZA,Las Violetas,False,False,False,False,False,False,False,False,False
MENDOZA,Villa Tulumaya,False,False,False,True,True,True,False,True,False
MENDOZA,Agrelo,True,False,False,True,True,True,True,True,False
MENDOZA,Barrio Adina I Y Ii,False,False,False,False,True,True,False,False,False
MENDOZA,Barrio Perdriel IV,False,False,False,True,True,False,False,True,False
MENDOZA,Cacheuta,True,False,False,False,True,True,True,True,False
MENDOZA,CARRODILLA,False,False,False,True,True,True,False,True,False
MENDOZA,CHACRAS DE CORIA,False,False,False,True,True,True,False,True,False
MENDOZA,Costa Flores,False,False,False,True,True,True,False,True,False
MENDOZA,El Carmelo,False,False,False,False,False,False,False,False,False
MENDOZA,El Carrizal,False,False,False,False,True,False,False,True,False
MENDOZA,El Salto,False,False,False,False,False,False,True,True,False
MENDOZA,La Puntilla,False,False,False,True,False,False,False,True,False
MENDOZA,Rivadavia,True,False,True,True,True,True,True,True,True
MENDOZA,Santa María de Oro,False,False,False,False,False,False,False,True,False
MENDOZA,Barrio Carrasco,False,False,False,False,False,False,False,False,False
MENDOZA,Barrio El Cepillo,False,False,False,False,False,False,False,True,False
MENDOZA,Chilecito,False,False,False,False,True,True,False,True,False
MENDOZA,Eugenio Bustos,True,False,False,False,True,True,True,True,False
MENDOZA,La Consulta,True,False,False,False,True,True,True,True,True
MENDOZA,Pareditas,False,False,False,True,True,True,True,True,False
MENDOZA,San Carlos,False,True,False,False,True,True,False,True,False
MENDOZA,Alto Salvador,False,False,False,True,False,False,True,True,False
MENDOZA,Alto Verde,False,False,False,True,False,False,False,True,False
MENDOZA,Barrio Chivilcoy,False,False,False,False,False,False,False,False,False
MENDOZA,Barrio Emanuel,False,False,False,False,False,False,False,False,False
MENDOZA,Barrio La Estación,False,False,False,False,False,False,False,False,False
MENDOZA,Barrio Los Charabones,False,False,False,False,False,False,False,False,False
MENDOZA,Barrio Ntra. Sra. De Fátima,False,False,False,False,False,True,False,False,False
MENDOZA,Chapanay,False,False,True,True,True,True,True,True,False
MENDOZA,Chivilcoy,False,False,False,False,False,False,False,False,False
MENDOZA,El Espino,False,False,False,False,False,False,False,True,False
SALTA,La Caldera,False,False,False,True,True,True,True,True,True
SALTA,Vaqueros,True,False,False,True,True,True,True,True,False
SALTA,El Jardín,False,False,False,True,True,False,True,False,True
SALTA,El Tala,False,False,False,True,True,True,True,True,True
SALTA,La Candelaria,False,False,False,True,True,False,True,False,False
SALTA,Cobres,False,False,False,False,False,False,False,False,False
SALTA,La Poma,False,False,False,True,False,False,False,True,False
SALTA,Ampascachi,False,False,False,False,False,False,False,True,False
SALTA,Cabra Corral,False,False,False,False,True,False,False,True,False
SALTA,Coronel Moldes,True,False,False,False,True,True,True,True,True
SALTA,La Viña,False,False,False,True,True,False,True,True,True
SALTA,Talapampa,False,False,False,False,False,False,False,True,False
SALTA,Olacapato,False,False,False,True,False,False,True,True,True
SALTA,San Antonio de los Cobres,False,False,False,True,True,False,True,True,True
SALTA,Santa Rosa de los Pastos Grandes,False,False,False,True,False,False,False,True,True
SALTA,Tolar Grande,False,False,False,True,True,False,True,True,True
SALTA,El Galpón,True,False,False,True,True,True,True,False,True
SALTA,El Tunal,False,False,False,True,True,False,False,False,True
SALTA,Lumbreras,False,False,False,True,False,False,False,False,False
SALTA,Metán Viejo,False,False,False,True,True,False,False,False,True
SALTA,Presa El Tunal,False,False,False,False,False,False,False,False,False
SALTA,Río Piedras,True,False,False,True,True,True,True,False,True
SALTA,San José de Metán,True,False,False,True,True,True,True,False,True
SALTA,San José de Orquera,False,False,False,True,False,False,False,False,False
SALTA,La Puerta,False,False,False,False,False,False,True,False,False
SALTA,Molinos,True,False,False,True,True,False,True,True,False
SALTA,Seclantás,False,False,False,True,True,False,True,True,True
SALTA,Aguas Blancas,False,False,False,False,True,False,True,True,True
SALTA,Colonia Santa Rosa,False,True,False,False,True,True,True,True,True
SALTA,El Tabacal,False,False,False,True,True,False,True,False,False
SANTA CRUZ,Las Heras,False,False,False,True,True,True,False,True,True
SANTA CRUZ,Pico Truncado,False,False,False,True,True,True,False,True,True
SANTA CRUZ,Puerto Deseado,True,False,True,False,True,True,True,False,True
SANTA CRUZ,Tellier,False,False,False,False,False,False,False,False,True
SANTA CRUZ,28 de Noviembre,False,False,False,True,True,True,True,True,True
SANTA CRUZ,El Turbio (Est. Gobernador Mayer),False,False,False,False,False,False,False,False,True
SANTA CRUZ,Julia Dufour,False,False,False,False,True,False,False,False,False
SANTA CRUZ,Mina 3,False,False,False,False,False,True,False,False,True
SANTA CRUZ,Río Gallegos,False,True,True,True,True,True,True,False,True
SANTA CRUZ,Rospentek,False,False,False,False,False,False,True,False,False
SANTA CRUZ,Yacimientos Río Turbio,False,False,False,False,True,True,True,False,True
SANTA CRUZ,El Calafate,True,False,False,True,True,True,True,True,True
SANTA FE,Nuevo Torino,True,False,False,False,True,False,False,True,False
SANTA FE,Pilar,True,False,False,True,True,True,True,True,False
SANTA FE,Plaza Matilde,False,False,False,False,False,False,False,False,False
SANTA FE,Progreso,False,False,False,False,True,True,True,True,False
SANTA FE,Providencia,False,False,False,False,True,False,True,True,False
SANTA FE,Sa Pereyra,True,False,False,False,False,False,True,True,False
SANTA FE,San Agustín,False,False,False,False,True,True,True,True,False
SANTA FE,San Carlos Centro,True,True,False,True,True,True,True,True,False
SANTA FE,San Carlos Norte,False,True,False,True,True,False,True,True,False
SANTA FE,San Carlos Sud,True,True,False,True,True,True,True,True,False
SANTA FE,San Jerónimo del Sauce,False,False,False,True,True,True,True,True,False
SANTA FE,San Jerónimo Norte,True,False,False,True,True,True,True,True,False
SANTA FE,San Mariano,False,False,False,False,False,False,True,False,False
CORDOBA,Devoto,True,False,False,True,True,True,True,False,False
CORDOBA,El Arañado,False,True,False,False,True,True,True,True,True
CORDOBA,El Fortín,False,True,False,False,True,True,True,True,False
CORDOBA,El Fuertecito,False,False,False,False,True,False,True,True,False
CORDOBA,El Tío,True,True,False,True,True,True,True,False,False
CORDOBA,Estación Luxardo,False,False,False,False,True,True,False,True,False
CORDOBA,Freyre,True,True,False,True,True,True,True,True,False
CORDOBA,La Francia,True,False,False,True,True,True,True,True,False
CORDOBA,La Paquita,True,False,False,False,True,False,False,True,False
CORDOBA,La Tordilla,True,False,False,False,True,True,True,True,False
CORDOBA,Las Varas,False,False,False,True,True,True,True,False,False
MENDOZA,Las Carditas,False,False,False,False,False,False,False,False,False
MENDOZA,Las Compuertas,True,False,True,False,True,False,True,True,False
MENDOZA,Las Vegas,False,False,False,False,False,False,True,True,False
MENDOZA,Los Manantiales,False,False,False,False,True,True,False,False,False
MENDOZA,Luján de Cuyo,True,True,True,True,True,True,True,True,False
MENDOZA,MAYOR DRUMMOND,False,False,False,True,True,True,False,True,False
MENDOZA,Perdriel,True,False,True,True,False,True,True,True,False
MENDOZA,Piedras Blancas,False,False,False,False,False,False,False,False,False
MENDOZA,Potrerillos,False,False,False,True,True,True,True,True,True
MENDOZA,Ugarteche,False,False,False,True,True,True,True,True,False
MENDOZA,Valle Del Sol,False,False,False,False,False,False,False,False,False
MENDOZA,Villa El Refugio,False,False,False,False,False,False,False,False,False
MENDOZA,VISTALBA,False,False,False,True,True,True,False,True,False
MENDOZA,Barrancas,False,False,False,False,True,True,True,True,False
MENDOZA,Barrio Jesús de Nazaret,False,False,False,False,False,False,False,True,False
BUENOS AIRES,Esteban Agustín Gascón,False,False,False,True,False,False,True,False,False
BUENOS AIRES,La Pala,False,False,False,False,False,False,False,False,False
BUENOS AIRES,Maza,False,False,False,True,True,True,True,True,True
BUENOS AIRES,Rivera,False,False,False,True,True,False,True,False,False
BUENOS AIRES,Thames,False,False,False,False,False,False,False,False,False
BUENOS AIRES,Villa Margarita,False,False,False,False,False,False,False,False,False
BUENOS AIRES,Yutuyaco,False,False,False,False,False,False,False,False,False
BUENOS AIRES,Adolfo Gonzales Chaves (Est. Chaves),True,False,True,True,True,True,True,True,False
BUENOS AIRES,De la Garma,False,False,False,True,True,True,True,True,False
BUENOS AIRES,Juan E. Barra,False,False,False,False,False,False,True,True,False
BUENOS AIRES,Vásquez,False,False,False,False,True,True,True,True,False
BUENOS AIRES,Alberti (Est. Andrés Vaccarezza),True,False,True,True,True,True,True,True,False
BUENOS AIRES,Coronel Seguí,False,False,False,False,False,False,False,False,False
BUENOS AIRES,Mechita,True,False,False,False,True,True,False,False,False
BUENOS AIRES,Pla,False,False,False,False,False,False,True,False,False
BUENOS AIRES,Villa Grisolía (Est. Achupallas),False,False,False,False,True,True,False,False,False
BUENOS AIRES,Villa María,False,False,False,False,False,False,False,False,False
BUENOS AIRES,Barrio Belgrano-Máximo Paz,False,False,False,False,True,True,False,True,False
BUENOS AIRES,Barrio El Taladro,False,False,False,True,True,False,False,False,False
BUENOS AIRES,Cañuelas,True,True,True,True,True,True,True,True,True
BUENOS AIRES,Gobernador Udaondo,False,False,False,True,True,False,False,True,False
BUENOS AIRES,Máximo Paz,False,True,False,True,False,False,False,True,False
BUENOS AIRES,Santa Rosa,False,False,False,False,True,True,False,True,True
BUENOS AIRES,Uribelarrea,True,False,False,True,True,True,True,True,False
BUENOS AIRES,Vicente Casares,True,False,True,False,True,True,True,True,False
BUENOS AIRES,Capitán Sarmiento,True,True,False,True,True,True,True,True,False
BUENOS AIRES,La Luisa,False,False,False,False,False,False,False,True,False
BUENOS AIRES,Bellocq,False,False,True,False,False,False,True,False,False
BUENOS AIRES,Cadret,False,False,False,False,False,False,True,True,False
BUENOS AIRES,Pueblo Gouin,False,False,False,False,False,False,False,True,False
BUENOS AIRES,General Rodríguez,True,True,True,True,True,True,True,True,True
BUENOS AIRES,Barrio Parque General San Martin,False,False,True,True,True,False,True,True,False
BUENOS AIRES,Billinghurst,True,True,False,True,True,True,True,False,False
BUENOS AIRES,Ciudad Del Libertador General San Martin,True,True,False,True,True,True,True,True,True
BUENOS AIRES,Ciudad Jardin El Libertador,False,True,False,False,True,True,True,False,False
BUENOS AIRES,Va Ma Irene De Los Remedios De Escalada,False,True,False,False,True,True,False,False,False
BUENOS AIRES,Villa Ayacucho,False,True,False,True,True,True,False,False,False
BUENOS AIRES,Villa Ballester,True,True,True,True,True,True,True,True,False
MENDOZA,Bardas Blancas,False,False,False,False,True,False,True,False,False
BUENOS AIRES,Rancagua,True,False,False,True,True,False,True,False,False
BUENOS AIRES,Villa Angélica (Est. El Socorro),False,True,False,False,True,True,False,False,False
BUENOS AIRES,Villa San José,False,False,False,True,False,False,True,False,False
BUENOS AIRES,Casalins,False,False,False,False,False,True,False,True,False
BUENOS AIRES,Pila,False,False,True,True,True,True,True,True,False
BUENOS AIRES,Barrio Parque Almirante Irizar (Ap. Kilómetro 61),False,False,False,False,True,True,False,False,False
BUENOS AIRES,Club de Campo Larena - Los Quinchos,False,False,False,False,True,False,False,False,False
BUENOS AIRES,Country Club El Jagüel,False,False,False,False,True,True,False,False,False
BUENOS AIRES,Del Viso,True,True,False,True,True,True,True,True,False
BUENOS AIRES,Fátima,True,True,False,True,True,True,True,True,False
BUENOS AIRES,La Lonja,True,True,False,True,True,True,True,True,False
CABA,VILLA URQUIZA,True,True,True,True,True,True,True,True,True
CATAMARCA,San José,False,False,False,False,True,True,False,False,False
CATAMARCA,Villa Las Pirquitas,False,False,False,False,True,False,False,False,True
CATAMARCA,Casa de Piedra,False,False,False,False,False,False,False,False,False
CATAMARCA,El Aybal,False,False,False,False,False,False,False,False,False
CATAMARCA,El Bañado,False,False,False,False,False,False,False,False,False
CATAMARCA,El Divisadero,False,False,False,False,False,False,True,False,False
CATAMARCA,El Quimilo,False,False,False,False,False,False,False,False,False
CATAMARCA,Esquiú,False,False,False,False,True,True,False,False,False
CATAMARCA,Icaño,False,False,False,False,True,True,True,False,True
CATAMARCA,La Dorada,False,False,False,False,False,False,True,False,False
CABA,BELGRANO,True,True,True,True,True,True,True,True,True
CORDOBA,Colonia Marina,False,True,False,True,True,True,True,True,True
CORDOBA,Colonia Prosperidad,False,False,False,False,True,False,True,False,False
CORDOBA,Colonia San Bartolomé,False,False,False,False,True,False,True,True,False
CORDOBA,Colonia San Pedro,False,False,False,False,False,False,False,False,False
CORDOBA,Colonia Santa María,False,False,False,False,False,False,False,False,False
CORDOBA,Colonia Valtelina,False,False,False,False,False,False,False,False,False
CORDOBA,Colonia Vignaud,True,False,False,True,True,True,True,False,False
CATAMARCA,La Guardia,False,False,False,False,True,False,False,False,False
CATAMARCA,Las Esquinas,False,False,False,False,False,False,False,False,False
CATAMARCA,Las Palmitas,False,False,False,False,False,False,False,False,False
CATAMARCA,Quirós,False,False,False,False,True,False,True,True,False
CATAMARCA,Ramblones,False,False,False,False,False,False,False,False,False
CATAMARCA,Recreo,True,False,False,True,True,True,True,True,True
CATAMARCA,San Antonio,False,False,False,False,True,True,True,True,False
CATAMARCA,Amadores,False,False,False,False,False,False,False,False,False
CATAMARCA,El Rosario,False,False,False,False,False,False,False,False,False
CATAMARCA,La Bajada,False,False,False,False,False,False,False,False,False
CATAMARCA,La Higuera,False,False,False,False,False,False,False,False,False
CATAMARCA,La Merced,True,False,False,False,True,False,True,True,True
CATAMARCA,La Viña,False,False,False,False,False,False,False,True,False
CATAMARCA,Las Lajas,False,False,False,False,False,False,False,False,True
CATAMARCA,Monte Potrero,False,False,False,False,True,True,False,False,False
CATAMARCA,Palo Labrado,False,False,False,False,False,False,True,False,False
CATAMARCA,San Antonio,False,False,False,False,False,False,True,True,True
CATAMARCA,Villa de Balcozna,False,False,False,False,True,False,False,False,False
CATAMARCA,Apoyaco,False,False,False,False,False,False,False,False,False
CATAMARCA,Colana,False,False,False,False,False,False,True,False,False
CATAMARCA,Colpes,False,False,False,False,False,False,False,True,False
CATAMARCA,El Pajonal (Est. Pomán),False,False,False,False,False,False,False,False,False
CATAMARCA,Joyango,False,False,False,False,False,False,True,False,False
BUENOS AIRES,Villa Ortiz (Est. Coronel Mom),False,False,False,False,True,True,True,False,False
BUENOS AIRES,Adrogué,True,True,True,True,True,True,True,True,True
BUENOS AIRES,Burzaco,True,True,True,True,True,True,True,True,True
BUENOS AIRES,Claypole,True,True,True,True,True,True,True,True,False
BUENOS AIRES,Don Orione,False,True,False,False,True,True,False,True,False
BUENOS AIRES,Glew,True,True,True,True,True,True,True,True,False
BUENOS AIRES,Jose Mármol,False,True,True,True,True,True,True,True,False
BUENOS AIRES,Longchamps,True,True,True,True,True,True,True,True,False
BUENOS AIRES,Malvinas Argentinas,True,True,True,True,True,True,True,True,False
BUENOS AIRES,Ministro Rivadavia,True,True,True,True,True,True,True,True,False
BUENOS AIRES,Rafael Calzada,True,True,True,True,True,True,True,True,False
BUENOS AIRES,San Francisco Solano,True,True,True,True,True,True,True,True,False
BUENOS AIRES,San Jose,True,True,True,True,True,True,True,True,True
BUENOS AIRES,Lomas de Copello,False,False,False,False,False,False,False,False,False
MENDOZA,El Tropezón,False,False,False,False,False,False,False,False,False
BUENOS AIRES,Villa Juan Martín De Pueyrredon,False,True,False,True,True,True,False,False,False
BUENOS AIRES,Villa Libertad,False,True,False,True,True,True,False,False,False
BUENOS AIRES,Villa Lynch,True,True,False,True,True,True,True,False,False
BUENOS AIRES,Villa Maipu,True,True,False,True,True,True,True,True,False
BUENOS AIRES,Villa Marqués Alejandro María De Aguado,False,True,False,True,True,True,False,False,False
BUENOS AIRES,Villa Parque Pres Figueroa Alcorta,False,True,False,True,True,True,False,False,False
BUENOS AIRES,Villa Parque San Lorenzo,False,True,False,True,True,True,False,False,False
BUENOS AIRES,Villa San Andrés,True,True,False,True,True,True,True,True,False
BUENOS AIRES,Villa Yapeyú,False,True,False,True,True,True,False,False,False
BUENOS AIRES,Baigorrita,True,False,False,False,True,False,True,True,False
BUENOS AIRES,La Delfina,False,False,False,False,False,False,False,False,False
BUENOS AIRES,Villa Saboya,False,False,False,False,True,False,True,False,False
BUENOS AIRES,Villa Sauze,False,False,False,False,False,False,True,False,False
BUENOS AIRES,Arroyo Venado,False,False,False,False,False,False,False,True,False
BUENOS AIRES,Casbas,False,False,True,False,True,True,True,True,False
BUENOS AIRES,Garré,False,False,False,True,True,False,True,False,False
BUENOS AIRES,Guaminí,False,False,False,True,True,True,True,True,False
BUENOS AIRES,Laguna Alsina (Est. Bonifacio),True,False,False,True,False,False,True,True,False
BUENOS AIRES,Henderson,True,False,True,False,True,True,True,True,False
BUENOS AIRES,Herrera Vegas,False,False,False,False,False,False,False,False,False
BUENOS AIRES,Hurlingham,True,True,True,True,True,True,True,True,False
BUENOS AIRES,Los Hornos,False,True,False,True,True,True,False,True,False
BUENOS AIRES,Manuel B Gonnet,False,True,False,True,True,True,True,False,False
BUENOS AIRES,Poblet,False,False,False,False,False,False,False,False,False
BUENOS AIRES,Ringuelet,False,True,False,True,True,True,True,False,False
BUENOS AIRES,Rufino De Elizalde,False,False,False,False,True,True,False,False,False
BUENOS AIRES,ruta del sol,True,False,False,True,True,True,True,False,False
BUENOS AIRES,Tolosa,False,True,False,True,True,True,True,False,False
BUENOS AIRES,Transradio,False,False,False,False,True,True,False,False,True
BUENOS AIRES,Villa Elisa,False,True,False,True,True,True,True,True,False
BUENOS AIRES,Villa Elvira,False,True,False,True,True,True,False,True,False
BUENOS AIRES,Villa Garibaldi,False,False,False,False,False,False,False,True,False
BUENOS AIRES,Villa Astolfi,False,True,False,True,True,True,False,True,False
BUENOS AIRES,Villa Rosa,True,True,True,True,True,True,True,True,False
BUENOS AIRES,Zelaya,True,True,False,False,True,True,True,True,False
BUENOS AIRES,Carilo,False,True,False,False,True,True,False,False,False
BUENOS AIRES,Ostende,False,False,False,False,True,True,False,False,False
BUENOS AIRES,Pinamar,True,True,False,True,True,True,True,False,True
BUENOS AIRES,Valeria Del Mar,False,False,False,False,True,True,False,False,False
BUENOS AIRES,Barrio America Unida,False,False,False,False,True,True,False,False,False
BUENOS AIRES,Guernica,True,True,True,True,True,True,True,True,False
BUENOS AIRES,17 de Agosto,False,False,False,False,False,False,True,False,False
CABA,COLEGIALES,True,True,True,True,True,True,True,True,True
CHACO,Taco Pozo,False,False,False,True,True,False,True,False,True
CHACO,General Vedia,True,False,False,True,True,False,True,True,True
CHACO,Isla del Cerrito,False,False,False,False,True,False,True,False,True
CHACO,La Leonesa,True,False,False,False,True,True,True,True,False
CHACO,Las Palmas,False,False,False,True,True,True,False,True,True
CHACO,Puerto Bermejo Nuevo,False,False,False,True,False,False,True,True,False
CHACO,Colonia Popular,False,False,False,False,True,False,True,True,False
CHACO,Estación General Obligado,False,False,False,False,False,False,False,False,False
CHACO,Laguna Blanca,False,False,False,False,False,False,True,True,True
CHACO,Puerto Tirol,True,True,False,True,True,True,True,True,False
CHACO,Ciervo Petiso,False,False,False,False,True,False,False,False,True
CHACO,General José de San Martín,True,True,False,True,True,True,True,True,False
CHACO,La Eduvigis,False,False,False,False,True,False,False,False,True
CHACO,Laguna Limpia,False,False,False,False,True,False,False,True,False
CHACO,Pampa Almirón,False,False,False,True,True,True,False,True,False
CHACO,Pampa del Indio,False,False,False,True,True,True,True,True,True
CHACO,Presidencia Roca,False,False,False,True,True,True,True,True,True
CHACO,Selvas del Río de Oro,False,False,False,False,True,False,False,False,False
CHACO,Tres Isletas,True,False,False,False,True,True,True,True,False
CHACO,Puerto Bermejo Viejo,False,False,False,False,True,False,False,False,False
CHACO,Puerto Eva Perón,False,False,False,True,True,False,False,True,True
CHACO,Charata,True,False,False,True,True,True,True,True,True
CHACO,Presidencia Roque Sáenz Peña,True,False,False,True,True,True,True,True,True
CHACO,Chorotis,False,False,False,False,True,False,False,False,False
CHACO,Santa Sylvina,False,True,False,False,True,True,False,False,True
CHACO,Venados Grandes,False,False,False,False,False,False,False,False,False
CHACO,Corzuela,True,False,False,True,True,True,True,True,True
CHACO,La Escondida,True,True,False,True,True,True,True,False,True
CHACO,La Verde,True,False,False,True,True,True,True,False,True
CHACO,Lapachito,True,False,False,True,True,True,True,False,False
CHACO,Makallé,True,True,False,False,True,True,True,False,True
CORDOBA,Las Varillas,True,False,False,True,True,True,True,False,True
CORDOBA,Marull,False,False,False,True,True,True,True,True,True
CORDOBA,Miramar,False,True,False,False,True,True,True,True,False
